iter	Logloss
261	0.4240052515
262	0.4239112095
263	0.4238537684
264	0.423800798
265	0.423755926
266	0.4236944458
267	0.42361869
268	0.4235667343
269	0.4235606071
270	0.4235104805
271	0.4234529347
272	0.4233893292
273	0.423342819
274	0.4232880327
275	0.4231785742
276	0.4231753761
277	0.4231451985
278	0.4230870044
279	0.4230474779
280	0.423009085
281	0.4229814551
282	0.4229156978
283	0.422800481
284	0.422757292
285	0.4227038883
286	0.4226044287
287	0.4225475554
288	0.4224777411
289	0.4223937913
290	0.4223712873
291	0.4223506122
292	0.4222985413
293	0.4222360373
294	0.4221728028
295	0.4221283765
296	0.4220776046
297	0.4220212805
298	0.4219571333
299	0.4218806011
300	0.4217946179
301	0.42173321
302	0.4216897242
303	0.4216486889
304	0.4215041813
305	0.4214404155
306	0.4214016886
307	0.4213544717
308	0.421331558
309	0.4212069574
310	0.4211412012
311	0.4211011753
312	0.4210182822
313	0.4209378946
314	0.420833692
315	0.4208192396
316	0.4207826851
317	0.4206893453
318	0.4206503957
319	0.4206142857
320	0.4205842975
321	0.4204684463
322	0.4203977972
323	0.4202975314
324	0.4202523332
325	0.4201831416
326	0.4201354626
327	0.4200680769
328	0.4200198883
329	0.4199897953
330	0.4199357597
331	0.4198842499
332	0.4198051415
333	0.4197797791
334	0.4197109144
335	0.4196636285
336	0.4196123283
337	0.4195650216
338	0.4195109093
339	0.4194491044
340	0.4193398861
341	0.4193064315
342	0.4192444736
343	0.4191929916
344	0.4191355625
345	0.4190569275
346	0.4190018263
347	0.4189448938
348	0.4188874528
349	0.4188303324
350	0.4187636127
351	0.418679499
352	0.418657785
353	0.4185772813
354	0.4185111448
355	0.4184805689
356	0.4183757116
357	0.4183111137
358	0.4182582257
359	0.4181777442
360	0.4181244449
361	0.4180601356
362	0.4180162009
363	0.4179620871
364	0.417878154
365	0.4178338453
366	0.4177428348
367	0.4176804811
368	0.4176091722
369	0.417569287
370	0.4175244482
371	0.4174753445
372	0.4173831529
373	0.4173132335
374	0.4172588333
375	0.4171816411
376	0.4171465309
377	0.4170972273
378	0.4170254786
379	0.4169461786
380	0.4169096008
381	0.4168577158
382	0.416782206
383	0.4167649824
384	0.4167138644
385	0.4166712301
386	0.4165892745
387	0.4165307982
388	0.4164702547
389	0.4164263599
390	0.4163778438
391	0.4163307945
392	0.416259432
393	0.416220596
394	0.4161596376
395	0.4160779127
396	0.4160176838
397	0.4159040819
398	0.4158574207
399	0.4157934304
400	0.4157420209
401	0.415713111
402	0.4156691521
403	0.4156051118
404	0.4155096385
405	0.4154332009
406	0.4153406046
407	0.4152915132
408	0.4152036498
409	0.4151010796
410	0.4150031389
411	0.4149400811
412	0.4148940923
413	0.414841254
414	0.4147823345
415	0.414697084
416	0.4146708614
417	0.4145780711
418	0.4145418918
419	0.4145052722
420	0.4144297818
421	0.4143582229
422	0.4143019492
423	0.4142717103
424	0.4142383365
425	0.4141353122
426	0.4140634997
427	0.4140089741
428	0.4139575599
429	0.4138982594
430	0.4138606156
431	0.4138214027
432	0.4137744877
433	0.4137013144
434	0.4136193209
435	0.4135234266
436	0.4134670862
437	0.4134175563
438	0.4133664539
439	0.4133275451
440	0.4132849191
441	0.4132601316
442	0.4131979039
443	0.4131516708
444	0.4131207446
445	0.412974731
446	0.4129223099
447	0.4128942535
448	0.4128508145
449	0.4127732762
450	0.4127331063
451	0.4126856864
452	0.412602119
453	0.4125486149
454	0.412524099
455	0.4124267659
456	0.4123744093
457	0.4122932572
458	0.412233948
459	0.4121943013
460	0.4121281814
461	0.4120760855
462	0.4119920438
463	0.4119070666
464	0.4118518169
465	0.4118156885
466	0.4117776084
467	0.4117302595
468	0.4117012357
469	0.4116439027
470	0.4115434743
471	0.4114764088
472	0.4114157633
473	0.4113650771
474	0.4112885119
475	0.4112372311
476	0.4111882372
477	0.4111505822
478	0.4111140936
479	0.4110958394
480	0.4110400531
481	0.4110180877
482	0.4109577263
483	0.4108568355
484	0.4107715055
485	0.4107185203
486	0.4106136232
487	0.4105842038
488	0.410532328
489	0.4104734341
490	0.4104118578
491	0.4103783158
492	0.4103391717
493	0.4102993667
494	0.4102439248
495	0.4101936366
496	0.4101544658
497	0.410094111
498	0.4100075499
499	0.4099552971
500	0.4099253773
501	0.4098517681
502	0.4098093264
503	0.4097367385
504	0.4096712921
505	0.409601462
506	0.4095375858
507	0.4094770913
508	0.4094265799
509	0.409326126
510	0.4092365084
511	0.4092176531
512	0.4091453253
513	0.4090682921
514	0.4089920487
515	0.4089334757
516	0.4088493696
517	0.4087836755
518	0.4087385635
519	0.4087032504
520	0.4086575026
521	0.4086113918
522	0.4085714443
523	0.4084592506
524	0.4084142431
525	0.4083607686
526	0.4083030302
527	0.4082330801
528	0.4081857284
529	0.4081360857
530	0.4080401955
531	0.4080272722
532	0.408012461
533	0.4079780204
534	0.4079269631
535	0.4078847595
536	0.4078386781
537	0.4078022278
538	0.4077656395
539	0.4076806144
540	0.4076268555
541	0.4075884461
542	0.4075585837
543	0.4075186173
544	0.4074836175
545	0.4074345599
546	0.4074007484
547	0.4073350621
548	0.4072645323
549	0.4072323745
550	0.4071700822
551	0.4070746312
552	0.407024404
553	0.4069868548
554	0.406912678
555	0.4068320334
556	0.4068097505
557	0.4067716957
558	0.4067030038
559	0.4066619404
560	0.4066226016
561	0.4065714531
562	0.4065145812
563	0.4064994161
564	0.4064641514
565	0.4063963526
566	0.4063263567
567	0.4063059341
568	0.4062787874
569	0.4062358762
570	0.4062185643
571	0.4061461204
572	0.4061054948
573	0.4060535558
574	0.4060077068
575	0.405948968
576	0.4058585159
577	0.4057993095
578	0.4057546066
579	0.4056880449
580	0.4056394656
581	0.4055508895
582	0.4054893033
583	0.4054674357
584	0.4053981285
585	0.4053190614
586	0.4052410467
587	0.405199401
588	0.4051366145
589	0.4050709231
590	0.4050345374
591	0.4049663812
592	0.4049113348
593	0.4048459269
594	0.4048083795
595	0.4047462976
596	0.4047150699
597	0.4047023593
598	0.4046167868
599	0.4045471079
600	0.4045110732
601	0.4044491212
602	0.4044041643
603	0.4043578937
604	0.4043014039
605	0.4042396484
606	0.4041968173
607	0.4041796514
608	0.4041565792
609	0.4041168424
610	0.4040221792
611	0.4039619359
612	0.4039240541
613	0.4038982214
614	0.4038452164
615	0.4038000807
616	0.4037432467
617	0.4037308033
618	0.4036643775
619	0.4036382845
620	0.4035382493
621	0.4034778179
622	0.4034522465
623	0.403387202
624	0.4033694038
625	0.4033235978
626	0.4032689265
627	0.403179899
628	0.4031209343
629	0.4030462732
630	0.4030005877
631	0.4029676987
632	0.4029323535
633	0.4028636682
634	0.4028005834
635	0.4027562772
636	0.4027398779
637	0.402689003
638	0.4026465356
639	0.4025595728
640	0.4025395555
641	0.4025121492
642	0.4024915449
643	0.4024584085
644	0.4023964658
645	0.4023546568
646	0.4023139813
647	0.4022626511
648	0.4021972448
649	0.4021294831
650	0.4020876966
651	0.4020513717
652	0.4020062995
653	0.4019769991
654	0.4019046113
655	0.401876776
656	0.4018392906
657	0.4017993745
658	0.4017705133
659	0.401714832
660	0.4016899925
661	0.4016698396
662	0.401641557
663	0.4015789765
664	0.4015265671
665	0.4014941114
666	0.4013635744
667	0.4013128261
668	0.4012703047
669	0.4012525502
670	0.4012000786
671	0.4011672195
672	0.4011094849
673	0.4010532353
674	0.4009995857
675	0.400965623
676	0.4009251254
677	0.4008371572
678	0.4007711052
679	0.4007363299
680	0.4007046394
681	0.400664255
682	0.4006046616
683	0.4005945862
684	0.4005186145
685	0.4004707421
686	0.4004163053
687	0.4003695394
688	0.4003350041
689	0.4002801284
690	0.4002267121
691	0.4001511811
692	0.4001107689
693	0.4000925745
694	0.4000571497
695	0.4000563835
696	0.40000191
697	0.3999731821
698	0.3999306168
699	0.3998930094
700	0.3998631214
701	0.3998315171
702	0.3998114216
703	0.3997588545
704	0.3997324637
705	0.3996918172
706	0.399625827
707	0.3995606234
708	0.3995208607
709	0.3994828197
710	0.3994483148
711	0.3993710494
712	0.3993620457
713	0.3993081652
714	0.3992830017
715	0.3992315234
716	0.3991854841
717	0.3991269605
718	0.3990956056
719	0.3990321687
720	0.3989686682
721	0.3989160722
722	0.3988542044
723	0.3988380962
724	0.3987802625
725	0.3987098815
726	0.3986776747
727	0.3986528841
728	0.3986418598
729	0.3985750505
730	0.3985298713
731	0.3984669986
732	0.3984245288
733	0.3983612943
734	0.3982916596
735	0.3982154986
736	0.3981511225
737	0.398114815
738	0.3980632159
739	0.398022617
740	0.39800183
741	0.3979446702
742	0.3978922962
743	0.3978277441
744	0.3977676546
745	0.3977239942
746	0.3976921219
747	0.397657455
748	0.3976316975
749	0.397591311
750	0.3975766837
751	0.3975130055
752	0.3974724316
753	0.3974155484
754	0.3973748533
755	0.3973259669
756	0.3972846656
757	0.3972017303
758	0.3971484325
759	0.3971302058
760	0.3970924911
761	0.3970771725
762	0.397027339
763	0.3969743939
764	0.3969260586
765	0.3968923926
766	0.3968223718
767	0.3967668341
768	0.3967391721
769	0.3966881484
770	0.396669664
771	0.3966276165
772	0.3965876073
773	0.3965750288
774	0.3965544507
775	0.3965131002
776	0.3964232717
777	0.3963548145
778	0.396321787
779	0.3962923981
780	0.3962235426
781	0.3961869178
782	0.3961105728
783	0.3960579004
784	0.3959904677
785	0.39593708
786	0.3958870919
787	0.3958282298
788	0.3957993153
789	0.3957650474
790	0.3956961816
791	0.395649257
792	0.3956041414
793	0.3955895347
794	0.3955601059
795	0.3955462674
796	0.3954830997
797	0.3954719903
798	0.3954311257
799	0.3953789392
800	0.3953587231
801	0.3953271017
802	0.3953006753
803	0.3952615894
804	0.3952353918
805	0.3951859612
806	0.3951177999
807	0.395070485
808	0.3949981013
809	0.3949326857
810	0.3948861111
811	0.3948565249
812	0.3948293017
813	0.3948064511
814	0.3947494789
815	0.3946968908
816	0.3946571744
817	0.3945823047
818	0.3945461953
819	0.3945006867
820	0.3944412202
821	0.3944223327
822	0.394388211
823	0.3943375795
824	0.3943164318
825	0.3942730965
826	0.3942229937
827	0.3941899185
828	0.3941501562
829	0.3940943502
830	0.394056523
831	0.3940238726
832	0.3939631964
833	0.3939097723
834	0.3938664721
835	0.393816199
836	0.3937933551
837	0.3937527501
838	0.3937403546
839	0.3937133885
840	0.3936829275
841	0.3936552357
842	0.3936227857
843	0.3935569724
844	0.3935067357
845	0.3934645505
846	0.3934307677
847	0.3933945571
848	0.3933659969
849	0.3933046254
850	0.3932792879
851	0.3932401195
852	0.3932149082
853	0.3931916891
854	0.3931572734
855	0.393124771
856	0.3931052531
857	0.3930792523
858	0.3930042881
859	0.3929390927
860	0.3928989217
861	0.3928678773
862	0.3928219692
863	0.3927911114
864	0.3927205561
865	0.3926807352
866	0.3926234368
867	0.3925692679
868	0.3925244323
869	0.3925201556
870	0.3924772065
871	0.3924271302
872	0.3923797995
873	0.3923110283
874	0.3922675472
875	0.3922147453
876	0.3921883637
877	0.3921438925
878	0.3920664807
879	0.3920534331
880	0.3920026049
881	0.3919806459
882	0.3919525241
883	0.3918868041
884	0.3918250068
885	0.3917833735
886	0.3917244552
887	0.3916620287
888	0.3916172193
889	0.391585496
890	0.3915711564
891	0.391517076
892	0.3914412899
893	0.3914218112
894	0.3913626113
895	0.3913444489
896	0.3913196083
897	0.391254948
898	0.3912137342
899	0.3911875737
900	0.3911293701
901	0.3910929524
902	0.391071913
903	0.3910471407
904	0.3909837937
905	0.3909693691
906	0.3909086951
907	0.3908287664
908	0.3907518813
909	0.3906777529
910	0.3906571532
911	0.3906145725
912	0.3905233414
913	0.3904843245
914	0.3904353079
915	0.3903987399
916	0.3903494376
917	0.3903075171
918	0.3902546165
919	0.3902268939
920	0.3901750382
921	0.3901525879
922	0.3900620562
923	0.3900217599
924	0.3899619958
925	0.3899367107
926	0.3899144196
927	0.3898836406
928	0.3897767336
929	0.3897638189
930	0.389717534
931	0.3896501071
932	0.3896097773
933	0.3895864309
934	0.389540837
935	0.3894922882
936	0.3894195661
937	0.3894096759
938	0.3893954054
939	0.3893699378
940	0.3893220403
941	0.3892810202
942	0.3891968365
943	0.389169811
944	0.3891052496
945	0.389023343
946	0.388992257
947	0.3889562152
948	0.3889428979
949	0.388896759
950	0.3888661971
951	0.3888115352
952	0.3887685409
953	0.3887258334
954	0.3886810722
955	0.3886341455
956	0.3885697979
957	0.388511063
958	0.3885014733
959	0.3884345954
960	0.3884202084
961	0.3883813514
962	0.388347477
963	0.388287625
964	0.3882767729
965	0.388233632
966	0.3882086615
967	0.3881442421
968	0.3880974959
969	0.388021027
970	0.3879937487
971	0.3879541102
972	0.3879205575
973	0.3878843833
974	0.3878635451
975	0.3878393401
976	0.3878026019
977	0.3877401237
978	0.3877007177
979	0.3876638788
980	0.3876397718
981	0.387586693
982	0.3875392577
983	0.3874581587
984	0.3874188534
985	0.3873689617
986	0.3873338743
987	0.3873196032
988	0.3872607615
989	0.3872363845
990	0.3872257018
991	0.387196114
992	0.3871426078
993	0.3871180183
994	0.3870919947
995	0.3870336329
996	0.3869400687
997	0.3869298257
998	0.386875096
999	0.3868572024
