215	28307	7798
216	28262	7832
217	28213	7865
218	28164	7897
219	28118	7930
220	28049	7957
221	27997	7989
222	27949	8021
223	27907	8055
224	27863	8089
225	27816	8122
226	27773	8155
227	27730	8189
228	27685	8223
229	27645	8257
230	27606	8292
231	27598	8337
232	27555	8370
233	27518	8406
234	27471	8438
235	27425	8471
236	27391	8508
237	27346	8541
238	27276	8566
239	27239	8601
240	27198	8636
241	27158	8670
242	27118	8705
243	27079	8740
244	27040	8774
245	26998	8808
246	26951	8840
247	26906	8873
248	26858	8905
249	26818	8939
250	26772	8971
251	26728	9004
252	26687	9038
253	26641	9070
254	26597	9103
255	26558	9138
256	26515	9171
257	26472	9204
258	26434	9239
259	26396	9274
260	26355	9308
261	26316	9342
262	26270	9374
263	26226	9407
264	26183	9440
265	26145	9474
266	26102	9508
267	26079	9548
268	26038	9581
269	25990	9612
270	25953	9647
271	25919	9684
272	25881	9718
273	25841	9752
274	25797	9785
275	25759	9819
276	25697	9845
277	25657	9879
278	25613	9911
279	25572	9944
280	25529	9977
281	25487	10010
282	25444	10043
283	25401	10075
284	25357	10107
285	25319	10141
286	25278	10175
287	25235	10207
288	25197	10241
289	25154	10274
290	25117	10308
291	25088	10347
292	25046	10380
293	25010	10415
294	24966	10447
295	24925	10480
296	24892	10516
297	24872	10558
298	24838	10594
299	24801	10629
300	24775	10668
301	24736	10702
302	24698	10736
303	24655	10769
304	24613	10801
305	24576	10836
306	24537	10870
307	24506	10907
308	24464	10939
309	24421	10972
310	24381	11005
311	24346	11040
312	24305	11073
313	24265	11106
314	24221	11138
315	24186	11174
316	24146	11207
317	24105	11239
318	24064	11272
319	24027	11307
320	23991	11342
321	23949	11374
322	23908	11406
323	23870	11441
324	23828	11472
325	23792	11507
326	23755	11542
327	23717	11576
328	23675	11608
329	23667	11657
330	23641	11696
331	23601	11729
332	23560	11762
333	23524	11797
334	23484	11830
335	23441	11862
336	23401	11895
337	23361	11927
338	23323	11961
339	23282	11993
340	23242	12026
341	23203	12060
342	23164	12093
343	23127	12127
344	23086	12159
345	23047	12193
346	23008	12226
347	22968	12259
348	22928	12291
349	22896	12328
350	22862	12364
351	22826	12399
352	22806	12443
353	22766	12475
354	22728	12509
355	22688	12542
356	22653	12577
357	22619	12613
358	22601	12657
359	22578	12700
360	22540	12734
361	22500	12766
362	22460	12799
363	22424	12834
364	22388	12869
365	22350	12902
366	22310	12935
367	22271	12968
368	22234	13002
369	22195	13035
370	22159	13070
371	22123	13104
372	22084	13138
373	22052	13175
374	22014	13208
375	21975	13241
376	21936	13274
377	21903	13311
378	21864	13344
379	21828	13378
380	21793	13414
381	21759	13450
382	21724	13485
383	21684	13517
384	21647	13551
385	21611	13586
386	21578	13622
387	21546	13660
388	21508	13693
389	21470	13727
390	21445	13768
391	21408	13802
392	21370	13836
393	21332	13869
394	21294	13902
395	21255	13935
396	21219	13970
397	21185	14006
398	21148	14040
399	21107	14071
400	21069	14104
401	21034	14140
402	20997	14174
403	20959	14207
404	20920	14240
405	20884	14274
406	20855	14314
407	20820	14348
408	20785	14384
409	20748	14418
410	20710	14451
411	20676	14487
412	20645	14525
413	20611	14561
414	20573	14595
415	20537	14629
416	20501	14664
417	20465	14698
418	20429	14732
419	20392	14767
420	20358	14803
421	20321	14836
422	20283	14869
423	20248	14904
424	20210	14938
425	20173	14972
426	20137	15006
427	20104	15043
428	20068	15077
429	20032	15112
430	19995	15146
431	19960	15181
432	19924	15215
433	19889	15250
434	19852	15284
435	19820	15322
436	19786	15358
437	19750	15392
438	19713	15426
439	19680	15463
440	19648	15501
441	19619	15540
442	19587	15578
443	19553	15614
444	19518	15649
445	19482	15684
446	19445	15717
447	19409	15752
448	19372	15786
449	19336	15820
450	19300	15855
451	19264	15889
452	19227	15923
453	19190	15956
454	19155	15992
455	19122	16029
456	19087	16064
457	19052	16099
458	19014	16132
459	18979	16167
460	18944	16203
461	18908	16237
462	18870	16270
463	18857	16324
464	18821	16358
465	18786	16394
466	18751	16429
467	18716	16464
468	18680	16498
469	18645	16534
470	18609	16568
471	18576	16606
472	18542	16642
473	18507	16677
474	18474	16714
475	18438	16749
476	18401	16783
477	18367	16819
478	18331	16853
479	18297	16889
480	18261	16924
481	18226	16960
482	18190	16994
483	18154	17028
484	18119	17064
485	18082	17097
486	18046	17131
487	18011	17167
488	17974	17200
489	17940	17236
490	17904	17271
491	17871	17308
492	17838	17345
493	17804	17382
494	17769	17417
495	17734	17452
496	17700	17488
497	17665	17524
498	17630	17560
499	17596	17596
500	17562	17632
501	17534	17675
502	17499	17710
503	17488	17770
504	17453	17805
505	17417	17840
506	17380	17874
507	17344	17908
508	17310	17945
509	17276	17981
510	17240	18015
511	17203	18049
512	17167	18083
513	17130	18117
514	17097	18155
515	17061	18189
516	17024	18223
517	16990	18259
518	16956	18296
519	16929	18339
520	16894	18375
521	16858	18410
522	16822	18445
523	16790	18484
524	16754	18518
525	16718	18553
526	16682	18587
527	16647	18622
528	16611	18657
529	16575	18691
530	16540	18726
531	16504	18761
532	16468	18795
533	16432	18829
534	16395	18863
535	16359	18897
536	16323	18932
537	16288	18967
538	16253	19003
539	16220	19041
540	16185	19077
541	16149	19111
542	16114	19146
543	16077	19180
544	16040	19213
545	16006	19249
546	15970	19284
547	15940	19325
548	15909	19367
549	15872	19399
550	15835	19433
551	15799	19466
552	15764	19503
553	15728	19537
554	15693	19573
555	15659	19609
556	15622	19643
557	15586	19677
558	15550	19710
559	15513	19744
560	15477	19778
561	15440	19811
562	15404	19845
563	15367	19878
564	15329	19910
565	15292	19943
566	15256	19977
567	15219	20011
568	15182	20043
569	15145	20077
570	15109	20110
571	15072	20143
572	15035	20177
573	14999	20210
574	14962	20242
575	14925	20276
576	14891	20312
577	14855	20347
578	14818	20380
579	14782	20413
580	14747	20449
581	14711	20484
582	14675	20517
583	14639	20551
584	14604	20587
585	14568	20620
586	14532	20655
587	14496	20688
588	14462	20725
589	14426	20760
590	14392	20796
591	14357	20833
592	14323	20868
593	14288	20905
594	14255	20942
595	14220	20979
596	14184	21013
597	14148	21047
598	14113	21081
599	14078	21117
600	14043	21152
601	14007	21187
602	13972	21222
603	13936	21256
604	13903	21294
605	13869	21332
606	13838	21374
607	13804	21410
608	13768	21444
609	13734	21481
610	13699	21517
611	13664	21552
612	13627	21586
613	13591	21620
614	13557	21657
615	13522	21692
616	13487	21727
617	13458	21773
618	13425	21811
619	13389	21846
620	13354	21880
621	13319	21916
622	13283	21951
623	13248	21986
624	13212	22021
625	13176	22055
626	13142	22091
627	13107	22127
628	13073	22165
629	13037	22199
630	13001	22233
631	12965	22267
632	12933	22307
633	12897	22341
634	12861	22375
635	12825	22409
636	12790	22445
637	12755	22481
638	12720	22515
639	12684	22549
640	12649	22586
641	12627	22644
642	12594	22683
643	12560	22721
644	12525	22757
645	12490	22794
646	12455	22828
647	12419	22863
648	12383	22897
649	12347	22930
650	12311	22964
651	12276	23001
652	12240	23035
653	12205	23069
654	12169	23104
655	12134	23139
656	12098	23173
657	12062	23207
658	12025	23240
659	11991	23277
660	11958	23316
661	11922	23350
662	11886	23384
663	11853	23425
664	11818	23461
665	11784	23497
666	11749	23533
667	11714	23569
668	11679	23606
669	11644	23641
670	11609	23676
671	11573	23711
672	11538	23747
673	11503	23782
674	11467	23818
675	11434	23856
676	11398	23890
677	11362	23924
678	11326	23959
679	11290	23992
680	11254	24026
681	11219	24061
682	11184	24097
683	11148	24131
684	11113	24167
685	11078	24204
686	11044	24240
687	11008	24274
688	10973	24311
689	10938	24346
690	10902	24381
691	10868	24417
692	10831	24451
693	10795	24484
694	10761	24520
695	10728	24562
696	10696	24606
697	10662	24644
698	10627	24679
699	10590	24712
700	10554	24745
701	10523	24789
702	10488	24826
703	10452	24859
704	10416	24893
705	10380	24926
706	10344	24961
707	10309	24996
708	10273	25029
709	10236	25062
710	10201	25097
711	10166	25133
712	10130	25166
713	10095	25202
714	10060	25239
715	10024	25273
716	9990	25310
717	9955	25346
718	9919	25380
719	9883	25414
720	9848	25450
721	9813	25485
722	9777	25519
723	9741	25553
724	9705	25587
725	9670	25622
726	9634	25657
727	9598	25690
728	9562	25724
729	9526	25757
730	9490	25790
731	9454	25824
732	9418	25857
733	9382	25890
734	9346	25923
735	9310	25957
736	9274	25990
737	9239	26027
738	9205	26063
739	9169	26098
740	9135	26136
741	9100	26172
742	9066	26210
743	9031	26248
744	8996	26283
745	8961	26321
746	8930	26367
747	8898	26413
748	8863	26450
749	8829	26488
750	8794	26524
751	8759	26560
752	8724	26597
753	8689	26633
754	8654	26669
755	8619	26707
756	8585	26744
757	8550	26781
758	8515	26817
759	8479	26853
760	8445	26890
761	8410	26927
762	8374	26962
763	8339	26997
764	8305	27035
765	8270	27073
766	8235	27108
767	8200	27145
768	8165	27182
769	8130	27217
770	8094	27253
771	8062	27298
772	8027	27335
773	7992	27371
774	7957	27407
775	7921	27442
776	7886	27479
777	7851	27514
778	7816	27550
779	7780	27586
780	7745	27621
781	7710	27658
782	7675	27694
783	7639	27730
784	7604	27766
785	7569	27800
786	7533	27835
787	7498	27870
788	7462	27904
789	7426	27938
790	7391	27973
791	7355	28006
792	7320	28043
793	7284	28077
794	7249	28113
795	7214	28149
796	7178	28182
797	7142	28218
798	7107	28251
799	7072	28288
800	7037	28327
801	7002	28361
802	6966	28396
803	6931	28431
804	6895	28467
805	6860	28504
806	6825	28539
807	6789	28573
808	6754	28608
809	6719	28645
810	6683	28680
811	6649	28718
812	6613	28754
813	6578	28788
814	6542	28822
815	6506	28856
816	6471	28891
817	6435	28925
818	6400	28959
819	6364	28992
820	6329	29029
821	6293	29063
822	6258	29100
823	6222	29134
824	6187	29169
825	6152	29204
826	6116	29240
827	6081	29275
828	6046	29312
829	6010	29347
830	5975	29383
831	5939	29416
832	5904	29451
833	5869	29487
834	5833	29521
835	5798	29557
836	5762	29592
837	5727	29628
838	5692	29663
839	5657	29699
840	5621	29732
841	5585	29767
842	5550	29803
843	5515	29839
844	5479	29873
845	5444	29908
846	5408	29942
847	5373	29977
848	5339	30019
849	5303	30055
850	5268	30088
851	5233	30125
852	5197	30159
853	5161	30193
854	5126	30228
855	5090	30262
856	5055	30298
857	5020	30333
858	4984	30368
859	4949	30403
860	4913	30437
861	4878	30472
862	4843	30507
863	4807	30543
864	4772	30577
865	4736	30612
866	4701	30647
867	4666	30683
868	4630	30716
869	4595	30752
870	4559	30786
871	4524	30823
872	4489	30861
873	4454	30895
874	4418	30931
875	4383	30966
876	4348	31001
877	4312	31035
878	4277	31070
879	4241	31104
880	4206	31140
881	4170	31173
882	4135	31207
883	4099	31242
884	4064	31281
885	4029	31318
886	3994	31358
887	3959	31393
888	3924	31429
889	3888	31465
890	3853	31500
891	3818	31534
892	3782	31568
893	3747	31605
894	3712	31640
895	3676	31674
896	3641	31710
897	3605	31744
898	3570	31778
899	3534	31812
900	3499	31847
901	3464	31883
902	3428	31917
903	3393	31951
904	3357	31986
905	3322	32019
906	3286	32054
907	3251	32090
908	3216	32125
909	3180	32161
910	3145	32196
911	3110	32230
912	3074	32268
913	3040	32312
914	3005	32349
915	2969	32384
916	2934	32418
917	2898	32452
918	2863	32488
919	2828	32522
920	2792	32557
921	2757	32594
922	2722	32631
923	2686	32666
924	2651	32700
925	2615	32734
926	2580	32768
927	2545	32802
928	2510	32847
929	2475	32884
930	2439	32918
931	2404	32952
932	2368	32987
933	2333	33023
934	2298	33057
935	2262	33091
936	2227	33126
937	2191	33159
938	2156	33193
939	2120	33227
940	2085	33261
941	2050	33301
942	2015	33336
943	1979	33373
944	1944	33409
945	1909	33445
946	1873	33480
947	1838	33514
948	1803	33551
949	1767	33589
950	1732	33628
951	1697	33662
952	1661	33698
953	1626	33732
954	1591	33766
955	1555	33800
956	1520	33834
957	1484	33868
958	1449	33906
959	1414	33940
960	1378	33977
961	1343	34011
962	1308	34047
963	1272	34082
964	1237	34116
965	1202	34152
966	1166	34187
967	1131	34221
968	1095	34255
969	1060	34294
970	1025	34328
971	989	34363
972	954	34403
973	919	34439
974	883	34474
975	848	34511
976	813	34547
977	777	34584
978	742	34621
979	707	34656
980	671	34690
981	636	34725
982	601	34761
983	565	34795
984	530	34829
985	495	34866
986	459	34900
987	424	34934
988	388	34968
989	353	35002
990	318	35039
991	282	35075
992	247	35112
993	212	35150
994	176	35185
995	141	35219
996	106	35258
997	70	35306
998	35	35350
999	0	35385
